"No.","Time","Source","Destination","Protocol","Length","Info"
"5695","119.407728","192.168.1.202","192.168.1.255","UDP","86","57621  >  57621 Len=44"
"5696","119.407729","AdityaInfote_35:9f:5c","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.5"
"5697","119.509381","CpPlus_9e:dc:ee","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.245"
"5698","119.509383","HewlettPacka_c4:85:36","Broadcast","0x8ffd","274","Ethernet II"
"5699","119.509754","HewlettPacka_c4:85:36","Broadcast","0x8ffd","121","Ethernet II"
"5700","119.509755","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"5701","119.509756","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"5702","119.510426","ce:ce:42:c3:56:41","Broadcast","ARP","60","Who has 192.168.0.180? Tell 192.168.0.41"
"5703","119.513295","fe80::8f5:2229:f3bc:8da7","ff02::fb","MDNS","483","Standard query response 0x0000 PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 51128 Sasanks-MacBook-Pro.local AAAA, cache flush fe80::8f5:2229:f3bc:8da7 A, cache flush 192.168.1.77 NSEC, cache flush Sasank�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Sasanks-MacBook-Pro.local"
"5704","119.606658","fe80::bd:b420:916c:7dea","ff02::fb","MDNS","222","Standard query 0x0000 ANY 583F3AD9-084B-42ED-B810-BE79CEBBED3A._remotepairing._tcp.local, ""QM"" question ANY iPhone-14.local, ""QM"" question SRV 0 0 49152 iPhone-14.local AAAA fe80::bd:b420:916c:7dea A 192.168.0.180"
"5705","119.606702","fe80::cbf:72e8:c87c:90b2","ff02::fb","MDNS","453","Standard query response 0x0000 PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55311 Mohammeds-MacBook-Pro.local AAAA, cache flush fe80::cbf:72e8:c87c:90b2 A, cache flush 192.168.1.152 NSEC, cache flush Mohammed�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Mohammeds-MacBook-Pro.local"
"5706","119.606703","fe80::10bf:51cc:111e:cfa9","ff02::fb","MDNS","483","Standard query response 0x0000 PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 54113 Riteshs-MacBook-Pro.local AAAA, cache flush fe80::10bf:51cc:111e:cfa9 A, cache flush 192.168.0.184 NSEC, cache flush Ritesh�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Riteshs-MacBook-Pro.local"
"5707","119.616770","fe80::81f:4b30:22f5:ce9a","ff02::fb","MDNS","1421","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (3)._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local"
"5708","119.715964","192.168.1.165","192.168.1.255","UDP","594","50871  >  3490 Len=552"
"5709","119.718246","fe80::1847:3ce:e26d:a452","ff02::fb","MDNS","450","Standard query response 0x0000 PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1847:3ce:e26d:a452 A, cache flush 192.168.0.113 SRV, cache flush 0 0 60002 Samarths-MacBook-Pro.local NSEC, cache flush Samarth�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samarths-MacBook-Pro.local"
"5710","119.719455","fe80::1033:389d:1d23:1f28","ff02::fb","MDNS","404","Standard query response 0x0000 PTR Prince._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 56661 Prince-2.local AAAA, cache flush fe80::1033:389d:1d23:1f28 A, cache flush 192.168.0.43 NSEC, cache flush Prince._companion-link._tcp.local NSEC, cache flush Prince-2.local"
"5711","119.721177","56:c9:26:b2:1c:24","Broadcast","ARP","60","Who has 192.168.0.156? Tell 192.168.1.244"
"5712","119.721178","9a:3d:38:86:fb:1a","Broadcast","ARP","60","Who has 192.168.0.156? Tell 192.168.0.99"
"5713","119.722290","ce:ce:42:c3:56:41","Broadcast","ARP","60","Who has 192.168.0.156? Tell 192.168.0.41"
"5714","119.722290","Apple_62:55:ae","Broadcast","ARP","42","Who has 192.168.0.156? Tell 192.168.0.90"
"5715","119.723600","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"5716","119.723600","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"5717","119.812156","fe80::bd:b420:916c:7dea","ff02::fb","MDNS","222","Standard query 0x0000 ANY 583F3AD9-084B-42ED-B810-BE79CEBBED3A._remotepairing._tcp.local, ""QM"" question ANY iPhone-14.local, ""QM"" question SRV 0 0 49152 iPhone-14.local AAAA fe80::bd:b420:916c:7dea A 192.168.0.180"
"5718","119.812157","06:37:76:7b:76:8b","Broadcast","ARP","42","Who has 192.168.0.156? Tell 192.168.0.117"
"5719","119.812157","fe80::bd:b420:916c:7dea","ff02::fb","MDNS","247","Standard query response 0x0000 PTR, cache flush iPhone-14.local PTR, cache flush iPhone-14.local NSEC, cache flush A.E.D.7.C.6.1.9.0.2.4.B.D.B.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 180.0.168.192.in-addr.arpa"
"5720","119.812397","ASUSTekCOMPU_6c:77:4d","Broadcast","ARP","60","Who has 4.2.2.2? Tell 192.168.49.1"
"5721","119.812397","192.168.1.152","192.168.1.255","BROWSER","216","Get Backup List Request"
"5722","119.915778","192.168.1.15","192.168.1.255","UDP","594","63637  >  3490 Len=552"
"5723","119.915780","fe80::1cb0:ae8:f030:ecf7","ff02::fb","MDNS","486","Standard query response 0x0000 PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb0:ae8:f030:ecf7 A, cache flush 192.168.0.156 SRV, cache flush 0 0 55871 Sidheshs-MacBook-Pro.local NSEC, cache flush Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Sidheshs-MacBook-Pro.local"
"5724","120.324264","192.168.0.237","192.168.1.255","BROWSER","243","Local Master Announcement DESKTOP-9BPGILO, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"5725","120.324266","192.168.0.184","192.168.1.255","BROWSER","216","Get Backup List Request"
"5726","120.324420","192.168.0.144","192.168.1.255","BROWSER","216","Get Backup List Request"
"5727","120.324421","192.168.1.244","192.168.1.255","BROWSER","216","Get Backup List Request"
"5728","120.324421","192.168.1.206","192.168.1.255","BROWSER","216","Get Backup List Request"
"5729","120.325145","192.168.0.122","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5730","120.327422","192.168.0.146","192.168.1.255","BROWSER","216","Get Backup List Request"
"5731","120.328091","192.168.1.26","192.168.1.255","BROWSER","216","Get Backup List Request"
"5732","120.328091","192.168.0.64","192.168.1.255","BROWSER","216","Get Backup List Request"
"5733","120.328092","192.168.0.47","192.168.1.255","BROWSER","216","Get Backup List Request"
"5734","120.329152","192.168.0.41","192.168.1.255","BROWSER","216","Get Backup List Request"
"5735","120.329154","192.168.1.202","192.168.1.255","BROWSER","216","Get Backup List Request"
"5736","120.330313","192.168.0.99","192.168.1.255","BROWSER","216","Get Backup List Request"
"5737","120.331895","192.168.1.152","192.168.1.255","BROWSER","216","Get Backup List Request"
"5738","120.331896","192.168.0.246","192.168.1.255","BROWSER","216","Get Backup List Request"
"5739","120.333478","192.168.0.127","192.168.1.255","BROWSER","216","Get Backup List Request"
"5740","120.333479","192.168.0.43","192.168.1.255","BROWSER","216","Get Backup List Request"
"5741","120.335096","192.168.0.10","192.168.1.255","BROWSER","216","Get Backup List Request"
"5742","120.335097","192.168.0.54","192.168.1.255","BROWSER","216","Get Backup List Request"
"5743","120.336658","192.168.1.17","192.168.1.255","BROWSER","216","Get Backup List Request"
"5744","120.336659","192.168.1.235","192.168.1.255","BROWSER","216","Get Backup List Request"
"5745","120.338176","192.168.0.17","192.168.1.255","BROWSER","216","Get Backup List Request"
"5746","120.425840","192.168.0.65","192.168.1.255","BROWSER","216","Get Backup List Request"
"5747","120.429642","192.168.0.51","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5748","120.429642","192.168.1.158","192.168.1.255","BROWSER","216","Get Backup List Request"
"5749","120.431433","192.168.0.156","192.168.1.255","BROWSER","216","Get Backup List Request"
"5750","120.432758","HewlettPacka_c9:e3:fc","Broadcast","0x8ffd","351","Ethernet II"
"5751","120.432759","HewlettPacka_c9:e3:fc","Broadcast","0x8ffd","351","Ethernet II"
"5752","120.433968","192.168.0.162","192.168.1.255","BROWSER","216","Get Backup List Request"
"5753","120.435615","192.168.1.145","192.168.1.255","BROWSER","216","Get Backup List Request"
"5754","120.435616","192.168.0.69","192.168.1.255","BROWSER","216","Get Backup List Request"
"5755","120.437394","192.168.0.222","192.168.1.255","BROWSER","216","Get Backup List Request"
"5756","120.437394","192.168.1.126","192.168.1.255","BROWSER","216","Get Backup List Request"
"5757","120.439280","192.168.0.200","192.168.1.255","BROWSER","216","Get Backup List Request"
"5758","120.443684","fe80::bd:b420:916c:7dea","ff02::fb","MDNS","1459","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Home Cinema._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR MacBook Pro (3)._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local"
"5759","120.443685","192.168.1.216","192.168.1.255","BROWSER","216","Get Backup List Request"
"5760","120.445297","192.168.1.48","192.168.1.255","BROWSER","216","Get Backup List Request"
"5761","120.445298","192.168.1.210","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5762","120.445299","192.168.0.67","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5763","120.446419","192.168.0.106","192.168.1.255","BROWSER","216","Get Backup List Request"
"5764","120.448208","192.168.1.203","192.168.1.255","BROWSER","216","Get Backup List Request"
"5765","120.448208","192.168.1.148","192.168.1.255","BROWSER","216","Get Backup List Request"
"5766","120.450018","192.168.0.117","192.168.1.255","BROWSER","216","Get Backup List Request"
"5767","120.450019","192.168.1.2","192.168.1.255","BROWSER","216","Get Backup List Request"
"5768","120.451864","192.168.0.22","192.168.1.255","BROWSER","216","Get Backup List Request"
"5769","120.451865","192.168.0.113","192.168.1.255","BROWSER","216","Get Backup List Request"
"5770","120.451866","CpPlus_9e:dc:ee","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.245"
"5771","120.453017","192.168.0.90","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5772","120.526375","AdityaInfote_35:9f:5c","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.5"
"5773","120.631901","192.168.1.43","255.255.255.255","UDP","413","38589  >  29810 Len=371"
"5774","120.631903","192.168.1.210","192.168.1.255","BROWSER","216","Get Backup List Request"
"5775","120.631949","192.168.0.67","192.168.1.255","BROWSER","216","Get Backup List Request"
"5776","120.631950","192.168.0.90","192.168.1.255","BROWSER","216","Get Backup List Request"
"5777","120.632658","192.168.0.122","192.168.1.255","NBNS","92","Name query NB WORKGROUP<1d>"
"5778","120.732881","fe80::83f:fc38:1b03:45c8","ff02::fb","MDNS","174","Standard query 0x0000 PTR _universal._sub._ipps._tcp.local, ""QM"" question PTR _universal._sub._ipp._tcp.local, ""QM"" question PTR 916207d4._sub._apple-mobdev2._tcp.local, ""QM"" question"
"5779","120.735288","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","343","Standard query response 0x0000 PTR Home Cinema._airplay._tcp.local PTR 466C1B3E520C@Home Cinema._raop._tcp.local PTR Home Cinema._companion-link._tcp.local TXT PTR 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local OPT"
"5780","120.833443","ASUSTekCOMPU_6c:77:4d","Broadcast","ARP","60","Who has 8.8.8.8? Tell 192.168.49.1"
"5781","120.944589","Apple_da:4c:a9","Broadcast","ARP","60","ARP Announcement for 192.168.1.241"
"5782","121.040264","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.247"
"5783","121.040265","fe80::4a2:2fb3:e600:581f","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"5784","121.040265","32:74:e3:3c:23:84","Broadcast","ARP","60","Who has 192.168.1.148? Tell 192.168.1.93"
"5785","121.040311","HewlettPacka_ca:ad:0e","Broadcast","0x8ffd","351","Ethernet II"
"5786","121.041600","HewlettPacka_ca:ad:0e","Broadcast","0x8ffd","351","Ethernet II"
"5787","121.041601","8e:a5:9f:76:a5:92","Broadcast","ARP","60","Who has 192.168.1.93? Tell 192.168.1.126"
"5788","121.145145","HewlettPacka_c9:e5:da","Broadcast","0x8ffd","495","Ethernet II"
"5789","121.150977","HewlettPacka_c9:e5:da","Broadcast","0x8ffd","104","Ethernet II"
"5790","121.150978","fe80::bd:b420:916c:7dea","ff02::fb","MDNS","403","Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR 583F3AD9-084B-42ED-B810-BE79CEBBED3A._remotepairing._tcp.local SRV, cache flush 0 0 49152 iPhone-14.local AAAA, cache flush fe80::bd:b420:916c:7dea A, cache flush 192.168.0.180 NSEC, cache flush 583F3AD9-084B-42ED-B810-BE79CEBBED3A._remotepairing._tcp.local NSEC, cache flush iPhone-14.local"
"5791","121.253592","fe80::1c58:244b:28d5:a160","ff02::fb","MDNS","1506","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question TXT 2E520D16BDDC@Ashish�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question PTR Uday�\200\231s MacBook Pro._airplay._tcp.local PTR Rajashekhar._airplay._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._airplay._tcp.local PTR Akshat�\200\231s MacBook Pro._airplay._tcp.local PTR Guru's Mac._airplay._tcp.local PTR Aryan�\200\231s MacBook Pro._airplay._tcp.local PTR Anurag�\200\231s MacBook Pro._airplay._tcp.local PTR Isham.�\200\231s MacBook Pro._airplay._tcp.local PTR Samarth�\200\231s MacBook Pro._airplay._tcp.local PTR praveen�\200\231s MacBook Pro._airplay._tcp.local PTR Rishab�\200\231s MacBook Pro._airplay._tcp.local PTR Mobius�\200\231s MacBook Pro._airplay._tcp.local PTR Arushi's MacBook._airplay._tcp.local PTR Vinnie's Macbook Pro._airplay._tcp.local PTR Ram�\200\231s MacBook Pro._airplay._tcp.local PTR Trupthi�\200\231s MacBook Pro._airplay._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._airplay._tcp.local PTR Ishan�\200\231s MacBook Pro Work._airplay._tcp.local PTR Prince._airplay._tcp.local PTR MacBook Pro (2)._airplay._tcp.local PTR Aniket�\200\231s MacBook Pro._airplay._tcp.local PTR ARUN S._airplay._tcp.local PTR Shalaka's Mac._airplay._tcp.local PTR Rohit�\200\231s MacBook Pro._airplay._tcp.local PTR Sasank�\200\231s MacBook Pro._airplay._tcp.local PTR Ritesh�\200\231s MacBook Pro._airplay._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._airplay._tcp.local PTR Avinash�\200\231s MacBook Pro._airplay._tcp.local PTR Sunayana�\200\231s MacBook Pro._airplay._tcp.local PTR Prashansa�\200\231s MacBook Pro._airplay._tcp.local PTR Entertainment Room._airplay._tcp.local PTR MacBook Pro (5)._airplay._tcp.local PTR Sidhesh�\200\231s MacBook Pro._airplay._tcp.local PTR Arul�\200\231s MacBook Pro._airplay._tcp.local PTR Xlib._airplay._tcp.local PTR MacBook Pro (3)._airplay._tcp.local PTR Mohammed�\200\231s MacBook Pro._airplay._tcp.local PTR Home Cinema._airplay._tcp.local"
"5792","121.256899","fe80::1c58:244b:28d5:a160","ff02::fb","MDNS","1484","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR EE3D0D0FF2B3@Uday�\200\231s MacBook Pro._raop._tcp.local PTR 2ED4F4E007E0@Rajashekhar._raop._tcp.local PTR F68B0E32CC9B@Abhinav�\200\231s MacBook Pro (2)._raop._tcp.local PTR B6862F7C09D1@Akshat�\200\231s MacBook Pro._raop._tcp.local PTR A20640907C75@Guru's Mac._raop._tcp.local PTR 6A37D6A47B32@Aryan�\200\231s MacBook Pro._raop._tcp.local PTR B205BE665DFC@Anurag�\200\231s MacBook Pro._raop._tcp.local PTR 22541E368433@Isham.�\200\231s MacBook Pro._raop._tcp.local PTR DABFA68F8380@Samarth�\200\231s MacBook Pro._raop._tcp.local PTR 1E3D6BF8E5D6@praveen�\200\231s MacBook Pro._raop._tcp.local PTR 864AF6D67E10@Rishab�\200\231s MacBook Pro._raop._tcp.local PTR FE1A82190F4A@Mobius�\200\231s MacBook Pro._raop._tcp.local PTR A2AE51E0AA9C@Arushi's MacBook._raop._tcp.local PTR 825C118E92DF@Vinnie's Macbook Pro._raop._tcp.local PTR E25A2917D384@Ram�\200\231s MacBook Pro._raop._tcp.local PTR E22E468A4D30@Trupthi�\200\231s MacBook Pro._raop._tcp.local PTR 2EEE9C29EBC2@Sabyasachi�\200\231s MacBook Pro._raop._tcp.local PTR 12DD1745D83E@Ishan�\200\231s MacBook Pro Work._raop._tcp.local PTR 02638270CE42@Prince._raop._tcp.local PTR D65B20BD3B6C@MacBook Pro (2)._raop._tcp.local PTR A6F658FA7858@Aniket�\200\231s MacBook Pro._raop._tcp.local PTR 361E4BF052D9@ARUN S._raop._tcp.local PTR A20CD3B5647B@Shalaka's Mac._raop._tcp.local PTR 22ED249094D9@Rohit�\200\231s MacBook Pro._raop._tcp.local PTR 1A70796CB06A@Sasank�\200\231s MacBook Pro._raop._tcp.local PTR 4A94A31441BF@Ritesh�\200\231s MacBook Pro._raop._tcp.local PTR 5A29F62E8200@Radhika�\200\231s MacBook Pro (2)._raop._tcp.local PTR 26BB00191289@Avinash�\200\231s MacBook Pro._raop._tcp.local PTR 2699707A1502@Sunayana�\200\231s MacBook Pro._raop._tcp.local"
"5793","121.256900","fe80::1c58:244b:28d5:a160","ff02::fb","MDNS","497","Standard query 0x0000 PTR 8E39A4EAB6A7@Prashansa�\200\231s MacBook Pro._raop._tcp.local PTR 22EA4268ACA2@Entertainment Room._raop._tcp.local PTR 26D967C428D8@Sidhesh�\200\231s MacBook Pro._raop._tcp.local PTR 6A40D1C82838@Arul�\200\231s MacBook Pro._raop._tcp.local PTR 46FFA9CEA41E@MacBook Pro (5)._raop._tcp.local PTR 5AA0320347E3@Xlib._raop._tcp.local PTR A273B0FCDD7F@MacBook Pro (3)._raop._tcp.local PTR 06C1044AFEE3@Mohammed�\200\231s MacBook Pro._raop._tcp.local PTR 466C1B3E520C@Home Cinema._raop._tcp.local"
"5794","121.265383","fe80::1c58:244b:28d5:a160","ff02::fb","MDNS","616","Standard query 0x0000 TXT 12DD1745D83E@Ishan�\200\231s MacBook Pro Work._airplay-p2p._tcp.local, ""QM"" question TXT 4644B2BEF258@Parth�\200\231s._airplay-p2p._tcp.local, ""QM"" question TXT Parth�\200\231s._airplay._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question TXT Praleed - MacBook Pro._airplay._tcp.local, ""QM"" question TXT 6669890F80C7@Praleed - MacBook Pro._airplay-p2p._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question TXT 2699707A1502@Sunayana�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT DABFA68F8380@Samarth�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT 02638270CE42@Prince._airplay-p2p._tcp.local, ""QM"" question TXT 22ED249094D9@Rohit�\200\231s MacBook Pro._airplay-p2p._tcp.local, ""QM"" question TXT 22EA4268ACA2@Entertainment Room._airplay-p2p._tcp.local, ""QM"" question"
"5795","121.265384","ce:ce:42:c3:56:41","Broadcast","ARP","60","Who has 192.168.1.93? Tell 192.168.0.41"
"5796","121.355611","fe80::4a2:2fb3:e600:581f","ff02::fb","MDNS","1331","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Pro (2)._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local"
"5797","121.477892","192.168.0.122","106.51.45.16","TCP","54","[TCP Dup ACK 1463#2] 53648  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"5798","121.496175","106.51.45.16","192.168.0.122","TCP","66","[TCP Dup ACK 1467#2] 443  >  53648 [ACK] Seq=1 Ack=2 Win=501 Len=0 TSval=1432798618 TSecr=2150549802"
"5799","121.554209","fe80::d:40e3:aa66:95ee","ff02::fb","MDNS","417","Standard query response 0x0000 PTR Rajashekhar._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55932 Rajashekhar.local AAAA, cache flush fe80::d:40e3:aa66:95ee A, cache flush 192.168.1.235 NSEC, cache flush Rajashekhar._companion-link._tcp.local NSEC, cache flush Rajashekhar.local"
